incident_id,client_id,asset_id,threat_id,detected_datetime,resolved_datetime,status,priority,detection_source,assigned_analyst_id,records_affected,description
INC01090,CLI0508,AST00930,THR0158,2026-06-14 21:07:35.693494,2026-06-20 18:07:35.693494,Resolved,P2,EDR,ANL0054,256436,Major speak star early fact new require occur yes million describe voice health.
INC01091,CLI0027,AST01711,THR0510,2026-01-10 15:51:57.728023,2026-01-16 00:51:57.728023,In Progress,P1,SIEM,ANL0113,444011,But agent part home affect least.
INC01092,CLI0193,AST01556,THR0389,2025-09-22 11:57:47.103618,2025-09-24 16:57:47.103618,Resolved,P4,siem,,229205,Probably always bit see vote least.
INC01093,CLI0288,AST00825,THR0407,2026-01-28 04:31:27.804469,2026-02-03 15:31:27.804469,Resolved,P2,User Report,ANL0016,256436,Off major it our want fine quite huge region.
INC01094,CLI0111,AST01521,THR0536,2024-09-17 22:11:36.673314,2024-09-26 07:11:36.673314,Resolved,P1,Threat Intel Feed,ANL0108,103756,Official sister professor side type interest I economic your so.
INC01095,CLI0187,AST00443,THR0032,2025-06-20 06:57:51.543296,2025-06-25 03:57:51.543296,Resolved,P3,Threat Intel Feed,ANL0139,206398,Happy purpose green money imagine major lawyer car Mrs.
INC01096,CLI0198,AST01277,THR0176,2025-01-12 23:35:46.445192,2025-01-16 13:35:46.445192,Resolved,P2,Firewall Log,ANL0084,256436,Whom discover generation blood create account evening.
INC01097,CLI0145,AST01405,THR0346,2024-08-03 02:43:42.582865,,In Progress,P2,EDR,ANL0108,409847,Treat finally manage finally pass it surface type finish Republican road.
INC01098,CLI0220,AST00637,THR0170,2025-04-28 03:21:33.155367,2025-05-03 06:51:33.155367,Resolved,P1,Unknown,ANL0126,249392,Week environmental white cultural should wind.
INC01099,CLI0198,AST00298,THR0545,2025-10-30 07:50:54.344513,,Reopened,P1,User Report,ANL0113,249392,Trial purpose direction hair pick such.
INC01100,CLI0319,AST00847,THR0281,2025-08-13 06:46:04.848533,,Reopened,P1,IDS/IPS,ANL0023,68298,Hope agent company sure consider yard indeed.
INC01101,CLI0410,AST00467,THR0341,2026-04-15 20:59:10.868603,2026-04-21 09:59:10.868603,Resolved,P4,SIEM,ANL0092,229205,Special watch remain son center media shake hospital voice billion special public.
INC01102,CLI0005,AST01051,THR0276,2026-05-29 16:39:18.283172,2026-06-04 13:39:18.283172,Resolved,P2,Unknown,ANL0080,372946,Away phone coach term source bar board majority.
INC01103,CLI0389,AST01827,THR0425,2025-10-11 14:10:31.998178,2025-10-12 21:10:31.998178,Reopened,P4,SIEM,ANL0097,39913,South chair four peace fill with serve later enough pick help head Democrat.
INC01104,CLI0171,AST00819,THR0023,2025-03-30 11:02:31.617701,,Reopened,P4,Pen Test,ANL0045,229205,Exactly under body best significant mother sure toward garden degree.
INC01105,CLI0513,AST00506,THR0262,2026-05-03 17:27:00.823518,2026-05-12 01:27:00.823518,Resolved,P4,EDR,ANL0007,229205,Memory adult full around need possible music real.
INC01106,CLI0280,AST01295,THR0288,2024-12-04 18:06:12.269383,2024-12-10 07:06:12.269383,Resolved,P4,SIEM,,3641,Message sister Mr today technology voice employee provide coach watch end.
INC01107,CLI0095,AST01231,THR0141,2025-07-16 03:56:22.846947,2025-07-24 10:56:22.846947,Closed,P1,IDS/IPS,ANL0121,249392,Drug environment arrive best continue college debate home.
INC01108,CLI0129,AST01415,THR0456,2024-11-19 13:34:33.019969,2024-11-28 03:34:33.019969,Resolved,P1,User Report,ANL0015,249392,Loss sing turn light lot run action instead professor itself will down.
INC01109,CLI0333,AST01716,THR0462,2025-06-04 09:12:59.642589,,Closed,P3,SIEM,ANL0022,206398,Science health low pressure ready assume indeed.
INC01110,CLI0370,AST00068,THR0072,2026-05-30 19:46:38.620290,,Open,P2,Threat Intel Feed,ANL0065,256436,Challenge example model might night prevent bill hope off and though provide.
INC01111,CLI0194,AST01786,THR0486,2025-04-08 11:20:42.734115,2025-04-08 20:20:42.734115,Resolved,P2,siem,ANL0085,256436,Pressure somebody either investment fear open bar already responsibility.
INC01112,CLI0344,AST01795,THR0313,2025-11-11 20:05:19.175888,,Reopened,P3,IDS/IPS,ANL0085,153974,Participant after six economic something almost north report.
INC01113,CLI0087,AST01520,THR0488,2025-06-20 02:19:49.895962,2025-06-25 23:19:49.895962,Resolved,P2,siem,ANL0129,4064,Director candidate sport your relate other.
INC01114,CLI0115,AST00850,THR0069,2025-11-10 08:51:47.618927,2025-11-15 03:51:47.618927,Reopened,P3,siem,ANL0073,206398,Need scene health off could year central.
INC01115,CLI0189,AST00480,THR0121,2025-04-11 11:52:36.277311,2025-04-19 02:52:36.277311,Closed,P2,IDS/IPS,ANL0132,256436,Left compare whether two attack eat.
INC01116,CLI0094,AST01407,THR0048,2026-04-19 02:09:03.093960,,Resolved,P1,siem,ANL0027,249392,Sit game commercial somebody cell both number.
INC01117,CLI0291,AST01304,THR0460,2026-05-09 11:10:31.247750,2026-05-10 07:10:31.247750,Open,P3,Threat Intel Feed,ANL0024,206398,Nearly member happen everybody action ten.
INC01118,CLI0178,AST01282,THR0252,2026-05-08 14:44:14.913565,2026-05-12 08:44:14.913565,Closed,P1,User Report,ANL0137,249392,Current year nation series still court stuff police.
INC01119,CLI0368,AST01761,THR0504,2024-07-02 19:12:41.431398,2024-07-08 18:12:41.431398,Closed,P1,Firewall Log,ANL0084,249392,Large those for be find truth help design real generation.
INC01120,CLI0468,AST01457,THR0085,2024-07-18 16:17:12.034688,2024-07-24 16:17:12.034688,In Progress,P1,siem,ANL0134,249392,Same fight traditional share character myself country number.
INC01121,CLI0285,AST00150,THR0003,2025-03-25 05:50:36.505933,2025-03-31 09:50:36.505933,In Progress,P4,EDR,ANL0103,229205,Religious not activity determine space television law manage manage tax recognize court generation.
INC01122,CLI0391,AST01460,THR0106,2025-06-30 03:48:53.584519,2025-07-09 07:48:53.584519,Open,P1,siem,ANL0078,249392,Throw field can travel recognize above.
INC01123,CLI0310,AST01789,THR0218,2024-09-05 18:49:55.371721,2024-09-11 15:49:55.371721,Resolved,P2,siem,ANL0124,256436,Effect speak set piece opportunity decade large next boy newspaper shake.
INC01124,CLI0508,AST00939,,2025-04-20 14:10:44.216789,2025-04-26 14:10:44.216789,Resolved,P3,User Report,ANL0025,82221,Tend itself art hold difference foot west successful use sometimes lawyer.
INC01125,CLI0032,AST01128,THR0170,2025-10-06 13:24:16.479547,2025-10-12 16:24:16.479547,Resolved,P1,IDS/IPS,ANL0005,249392,Successful police line door direction computer oil inside.
INC01126,CLI0441,AST00739,THR0209,2026-02-25 01:10:09.260846,2026-03-02 04:40:09.260846,Resolved,P1,IDS/IPS,ANL0136,70043,Four sense matter woman yes future single few exactly mouth amount.
INC01127,CLI0002,AST01699,,2025-02-06 08:47:50.454487,,Open,P1,SIEM,ANL0063,249392,Rise describe bring behavior general affect game face low lawyer single.
INC01128,CLI0063,AST01081,THR0427,2025-08-30 01:13:37.420728,2025-09-04 22:13:37.420728,Closed,P2,SIEM,ANL0009,256436,Stage responsibility federal local story black anything well office hot.
INC01129,CLI0241,AST00560,THR0159,2026-04-04 07:44:39.063917,2026-04-09 11:14:39.063917,Resolved,P1,Threat Intel Feed,ANL0105,249392,Face sea industry leave memory so charge hold office fast.
INC01130,CLI0181,AST01261,THR0061,2025-03-03 11:34:47.055448,,Reopened,P3,IDS/IPS,ANL0035,206398,Serve oil participant election rate more.
INC01131,CLI0405,AST00739,THR0092,2025-03-11 12:48:09.264193,2025-03-16 23:48:09.264193,In Progress,P4,Threat Intel Feed,ANL0090,1831,Activity its rich rock consider tend practice television attack mind use.
INC01132,CLI0199,AST00630,THR0136,2026-01-21 18:25:29.193400,2026-01-22 10:25:29.193400,Resolved,P2,IDS/IPS,ANL0058,30590,Almost should kitchen key lay other life series day north stay certain.
INC01133,CLI0129,AST01731,THR0262,2024-12-09 10:53:23.527621,2024-12-15 07:53:23.527621,Resolved,P2,User Report,,256436,Operation these space type attorney size area just draw group candidate.
INC01134,CLI0034,AST00946,THR0265,2025-09-08 20:06:37.803807,2025-09-13 17:06:37.803807,Closed,P3,EDR,ANL0088,206398,Cost society imagine whom president collection cut discussion.
INC01135,CLI0153,AST00557,THR0491,2025-11-11 15:15:36.198010,2025-11-17 04:15:36.198010,Closed,P4,SIEM,,229205,Appear central pattern upon edge here skin sport threat.
INC01136,CLI0215,AST00819,THR0418,2026-03-01 06:52:27.010231,2026-03-03 12:52:27.010231,Resolved,P4,IDS/IPS,ANL0067,67904,Not window remain quite able partner pressure course join they.
INC01137,CLI0364,AST01428,THR0533,2025-02-20 17:15:32.020525,2025-02-22 05:15:32.020525,Resolved,P1,Firewall Log,ANL0054,53481,Out bed media drug resource any size.
INC01138,CLI0239,AST01659,THR0483,2026-03-20 23:39:14.164460,2026-03-28 19:39:14.164460,Open,P1,Threat Intel Feed,ANL0054,131587,Effect though new expert long water early bring official.
INC01139,CLI0210,AST01522,THR0274,2026-01-01 01:30:20.957814,2026-01-03 13:30:20.957814,In Progress,P1,Unknown,ANL0132,249392,Situation eight gun white toward morning according easy know set few car.
INC01140,CLI0288,AST00752,THR0085,2025-02-27 22:52:02.097620,,Open,P3,siem,ANL0026,206398,Look teacher week nearly point land.
INC01141,CLI0381,AST01542,THR0117,2025-04-15 14:32:11.713465,,Open,P1,IDS/IPS,ANL0092,249392,Among reveal week collection eat avoid lose top.
INC01142,CLI0148,AST00197,THR0553,2024-09-05 15:27:17.362406,2024-09-10 14:27:17.362406,Resolved,P3,SIEM,ANL0038,206398,Nice who two week simply product music line modern low.
INC01143,CLI0203,AST01327,THR0439,2026-05-02 11:58:57.627291,2026-05-06 08:58:57.627291,Reopened,P1,Firewall Log,ANL0055,249392,Market step record edge church finally gun impact office both trouble officer.
INC01144,CLI0039,AST00453,THR0480,2025-02-10 22:10:31.735906,2025-02-18 04:10:31.735906,Closed,P1,Pen Test,,86497,Interview doctor set my media likely affect.
INC01145,CLI0384,AST01552,THR0431,2024-08-26 02:08:21.886128,,In Progress,P1,SIEM,ANL0003,249392,Condition maintain full bad voice chair.
INC01146,CLI0445,AST01796,THR0537,2024-10-23 23:42:21.425220,2024-10-31 03:42:21.425220,Resolved,P1,siem,ANL0077,249392,Bank thought guess hand even huge.
INC01147,CLI0483,AST00192,THR0582,2025-07-21 17:10:29.021327,2025-07-27 14:10:29.021327,Closed,P2,Unknown,ANL0023,256436,Case ten attention than especially indeed themselves floor science sister green if quite.
INC01148,CLI0001,AST00474,THR0190,2025-05-22 10:38:05.422603,2025-05-28 07:38:05.422603,Resolved,P2,Firewall Log,ANL0091,256436,Color anything test huge loss training game same use.
INC01149,CLI0248,AST01387,THR0211,2026-02-07 17:32:06.051996,2026-02-12 04:32:06.051996,Reopened,P1,Pen Test,ANL0074,3786,Add whose medical management top read democratic movement.
INC01150,CLI0357,AST00657,THR0293,2025-10-13 07:25:35.246903,2025-10-18 10:55:35.246903,Closed,P1,siem,,257215,Any because employee knowledge organization director husband away score mother matter.
INC01151,CLI0033,AST00110,THR0094,2024-09-10 12:47:34.770610,,Resolved,P1,siem,ANL0098,249392,According half reveal not many wonder wish protect agree can available.
INC01152,CLI0227,AST01399,THR0172,2024-10-03 03:47:35.518421,2024-10-08 07:17:35.518421,Closed,P1,Firewall Log,ANL0053,249392,Summer choice rich good draw relate wide.
INC01153,CLI0463,AST00549,THR0067,2025-05-24 09:02:13.740115,2025-05-28 14:02:13.740115,In Progress,P1,EDR,,249392,Story offer surface senior one measure.
INC01154,CLI0442,AST00812,THR0024,2025-09-06 03:31:19.590922,2025-09-08 09:31:19.590922,Resolved,P3,Threat Intel Feed,ANL0115,206398,Gas who place head follow by investment.
INC01155,CLI0203,AST01361,THR0366,2024-11-30 19:52:06.845588,,In Progress,P4,IDS/IPS,ANL0006,314294,Position bar own wind tough level store least receive book social finally contain.
INC01156,CLI0508,AST00199,THR0300,2025-08-13 16:44:09.662467,,In Progress,P1,Threat Intel Feed,ANL0126,427090,Step old citizen candidate over military nation really concern president weight.
INC01157,CLI0279,AST00858,THR0589,2026-06-06 16:18:50.461584,2026-06-11 19:48:50.461584,Closed,P1,User Report,ANL0015,249392,Road dog under its smile lose think election course figure picture garden.
INC01158,CLI0334,AST00268,THR0587,2025-02-06 23:21:00.376598,,Open,P4,IDS/IPS,ANL0023,289997,Million close window heavy live front image represent film thus term.
INC01159,CLI0454,AST01111,THR0311,2025-10-15 17:43:27.331932,2025-10-20 11:43:27.331932,Closed,P4,Threat Intel Feed,ANL0068,185996,Party number several difficult up positive political by.
INC01160,CLI0413,AST01041,THR0220,2025-06-08 16:05:42.463432,2025-06-12 22:05:42.463432,Open,P1,Firewall Log,ANL0131,249392,Which phone return nothing act assume recognize lot long camera these.
INC01161,CLI0400,AST00575,THR0170,2025-04-21 21:50:10.081406,2025-04-26 18:50:10.081406,Closed,P3,Threat Intel Feed,ANL0085,92696,Call energy child almost include outside apply.
INC01162,CLI0192,AST01680,THR0365,2026-01-06 04:46:24.698737,2026-01-14 23:46:24.698737,Resolved,P1,SIEM,ANL0012,249392,Type picture around beyond forward level board represent sell.
INC01163,CLI0318,AST00860,THR0391,2024-11-11 08:22:27.681158,,Open,P2,siem,ANL0113,256436,How treatment else whether foreign occur small these.
INC01164,CLI0441,AST01505,THR0126,2025-10-05 21:50:13.475052,2025-10-15 07:50:13.475052,Resolved,P1,Firewall Log,ANL0087,23215,Entire truth something design form month say large fill citizen much drug.
INC01165,CLI0415,AST01432,THR0360,2026-01-30 15:23:20.359771,2026-02-04 00:23:20.359771,Open,P1,Threat Intel Feed,ANL0134,315714,Pattern range treatment loss live various work eat organization smile.
INC01166,CLI0221,AST00444,THR0557,2024-10-29 01:36:21.545829,,Open,P1,User Report,ANL0081,392800,Score let single idea action rest century none.
INC01167,CLI0027,AST00343,THR0494,2025-08-23 10:58:25.076850,2025-08-28 23:58:25.076850,In Progress,P1,EDR,ANL0076,249392,It success image ten population feeling.
INC01168,CLI0477,AST00194,THR0095,2025-05-25 13:54:30.372764,2025-05-31 13:54:30.372764,Resolved,P1,EDR,ANL0030,249392,Economic scene foot employee voice research exist political by people out right.
INC01169,CLI0383,AST00075,THR0345,2025-12-29 11:49:21.084046,2025-12-30 12:49:21.084046,Resolved,P1,siem,ANL0111,249392,Kitchen hair tell watch different cultural what range hundred affect floor.
INC01170,CLI0505,AST00158,THR0550,2024-12-01 13:23:02.107224,,Reopened,P1,Firewall Log,ANL0053,370742,Tend social read company light really free cup still step better determine after.
INC01171,CLI0375,AST00036,THR0104,2025-06-16 08:12:13.847149,2025-06-17 06:12:13.847149,Closed,P2,Firewall Log,ANL0050,256436,Future pick study decade Congress discover financial suddenly check.
INC01172,CLI0362,AST00335,THR0044,2026-01-04 12:04:15.886055,,Open,P1,SIEM,ANL0055,249392,Against now hear research learn area discover and trouble.
INC01173,CLI0075,AST00965,THR0535,2025-04-17 16:55:01.620149,2025-04-21 19:55:01.620149,Resolved,P3,Unknown,,209414,Eat car benefit agreement remember hand ground.
INC01174,CLI0070,AST01415,THR0186,2025-07-24 23:57:48.907315,2025-08-02 09:57:48.907315,Open,P1,User Report,ANL0100,249392,Approach onto whom plant recognize event charge positive reach federal game figure.
INC01175,CLI0076,AST00880,THR0096,2024-08-26 04:09:41.497158,,Open,P1,EDR,ANL0032,249392,Choose spend task capital discussion song along main might only such state run.
INC01176,CLI0135,AST01769,THR0236,2026-04-07 20:07:36.887196,2026-04-14 10:07:36.887196,Closed,P1,Firewall Log,ANL0131,249392,Glass sea role financial which use.
INC01177,CLI0139,AST00122,THR0155,2026-06-11 06:03:52.222648,,Open,P1,IDS/IPS,ANL0130,249392,Require like four market series group we thus hot something community method power.
INC01178,CLI0108,AST01733,,2026-06-16 00:59:06.205216,2026-06-20 04:59:06.205216,Resolved,P1,SIEM,ANL0092,249392,Early style issue seat care system provide their price through respond.
INC01179,CLI0168,AST00183,THR0051,2024-12-20 03:17:44.645803,,Open,P1,EDR,ANL0071,406833,Across single leader vote fine eye area.
INC01180,CLI0014,AST00519,THR0417,2025-09-16 04:07:03.748542,2025-09-25 13:07:03.748542,Resolved,P1,Threat Intel Feed,,249392,May grow present other leave back couple democratic who agency.
INC01181,CLI0242,AST00560,THR0334,2026-05-12 10:09:57.524519,,Open,P4,SIEM,ANL0086,229205,Seat or body bad expect senior.
INC01182,CLI0036,AST00848,THR0468,2025-12-16 22:26:26.319859,2025-12-22 01:56:26.319859,Closed,P1,Unknown,ANL0090,249392,Run outside magazine message may better.
INC01183,CLI0042,AST00998,THR0281,2025-09-06 12:24:38.548919,,Resolved,P1,SIEM,ANL0092,249392,Exactly wind hospital boy voice never.
INC01184,CLI0454,AST00883,THR0196,2024-09-20 21:00:56.778662,2024-09-26 10:00:56.778662,Resolved,P4,IDS/IPS,ANL0089,102367,List movie good month rate usually us animal go along option free.
INC01185,CLI0099,AST00801,THR0293,2025-04-18 01:39:30.820837,,In Progress,P4,Threat Intel Feed,ANL0097,229205,Movie civil long model activity we research church ability point network pull want.
INC01186,CLI0328,AST01193,THR0138,2025-01-27 19:21:16.774612,2025-02-01 22:51:16.774612,Resolved,P1,siem,ANL0022,249392,Place leader goal executive letter development right.
INC01187,CLI0397,AST00281,THR0554,2026-01-21 05:48:59.334324,2026-01-21 08:48:59.334324,Reopened,P1,Unknown,ANL0103,249392,Develop shoulder page weight minute out pick now billion effort with parent.
INC01188,CLI0423,AST00990,THR0128,2024-11-26 00:16:56.475524,2024-11-30 01:16:56.475524,Resolved,P1,siem,ANL0076,23490,Through employee lose nor want her middle individual head than front.
